id;plan;planTitle;version;versionTitle;title;parent;testUnits;controls;terms;okso;speciality;profileCode;profile;level;groupID;groupTitle;allload;allaudit;self;lecture;practice;labs;contactTotal;contactSelf;contactControl;contactLecture;contactPractice;contactLabs;tl1;tl2;tl3;tl4;tl5;tl6;tl7;tl8;tl9;tl10;tl11;tl12;gosLoadInTestUnits;ttu1;ttu2;ttu3;ttu4;ttu5;ttu6;ttu7;ttu8;ttu9;ttu10;ttu11;ttu12;modulePriority;index;controls_list;planType
unpled195e3pg0000of7f4u1jhbctmtg;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Эффективные коммуникации;unpled195e3pg0000of7f4u1jhbctmtc;3;Зачет;3;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;34;0;58.90;7.65;0.25;17.00;34.00;null;{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tllec":1.00,"tlprac":2.00,"tl":3.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tlprac":0.00,"tllab":0.00,"tllec":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};null;null;null;null;3;0;0;3;0;0;0;0;0;0;0;0;0;null;1.2.1;3:Зачет;модульный
unpled195e3pg0000of7f4u236saofr0;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4u236saofqs;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;0;34;58.90;7.65;0.25;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;3;0;0;0;0;0;0;0;0;0;null;;;модульный
unpled195e3pg0000of7f4u2b4dprr1o;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Анализ данных и искусственный интеллект;unpled195e3pg0000of7f4u236saofr0;3;Зачет;3;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;0;34;58.90;7.65;0.25;17.00;null;34.00;{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tlprac":0.00,"tllab":0.00,"tllec":0.00,"tl":0.00};{"tllec":1.00,"tlprac":0.00,"tllab":2.00,"tl":3.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};null;null;null;null;3;0;0;3;0;0;0;0;0;0;0;0;0;null;1.3.1;3:Зачет;модульный
unpled195e3pg0000of7f4u2qp5lfimk;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4u2jeonfdoo;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;34;0;58.90;7.65;0.25;17.00;34.00;null;null;null;null;null;null;null;null;null;null;null;null;null;3;0;3;0;0;0;0;0;0;0;0;0;0;null;;;модульный
unpled195e3pg0000of7f4u2qp5lfimo;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Введение в инженерную деятельность;unpled195e3pg0000of7f4u2qp5lfimk;3;Зачет;2;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;34;0;58.90;7.65;0.25;17.00;34.00;null;{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tllec":1.00,"tlprac":2.00,"tllab":0.00,"tl":3.00};{"tlprac":0.00,"tllab":0.00,"tllec":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};null;null;null;null;3;0;3;0;0;0;0;0;0;0;0;0;0;null;1.4.1;2:Зачет;модульный
unpled195e3pg0000of7f4u3idj47umg;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4u3af9p0iao;2;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;72;34;38;17;17;0;39.35;5.10;0.25;17.00;17.00;null;null;null;null;null;null;null;null;null;null;null;null;null;2;0;0;0;2;0;0;0;0;0;0;0;0;null;;;модульный
unpled195e3pg0000of7f4u3idj47umk;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Экономика инженерии;unpled195e3pg0000of7f4u3idj47umg;2;Зачет;4;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;72;34;38;17;17;0;39.35;5.10;0.25;17.00;17.00;null;{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tllec":1.00,"tllab":0.00,"tlprac":1.00,"tl":2.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};null;null;null;null;2;0;0;0;2;0;0;0;0;0;0;0;0;null;1.5.1;4:Зачет;модульный
unpled195e3pg0000of7f4u49ps8vde4;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4u41krj09bc;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;34;0;58.90;7.65;0.25;17.00;34.00;null;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;0;3;0;0;0;0;0;0;0;0;null;;;модульный
unpled195e3pg0000of7f4u4hqj9pn78;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Естественнонаучное мировоззрение;unpled195e3pg0000of7f4u49ps8vde4;3;Зачет;4;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;34;0;58.90;7.65;0.25;17.00;34.00;null;{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tlprac":2.00,"tllab":0.00,"tllec":1.00,"tl":3.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};null;null;null;null;3;0;0;0;3;0;0;0;0;0;0;0;0;null;1.6.1;4:Зачет;модульный
unpled195e3pg0000of7f4u59a13t5hk;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4u51auj7j24;12;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;432;204;228;85;102;17;239.51;30.60;4.91;85.00;102.00;17.00;null;null;null;null;null;null;null;null;null;null;null;null;12;10;2;0;0;0;0;0;0;0;0;0;0;null;;;модульный
unpled195e3pg0000of7f4u59a13t5ho;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Математика;unpled195e3pg0000of7f4u59a13t5hk;6;Экзамен;1;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;216;102;114;34;68;0;119.63;15.30;2.33;34.00;68.00;null;{"tllab":0.00,"tllec":2.00,"tlprac":4.00,"tl":6.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tlprac":0.00,"tllab":0.00,"tllec":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};null;null;null;null;6;6;0;0;0;0;0;0;0;0;0;0;0;null;1.7.1;1:Экзамен;модульный
unpled195e3pg0000of7f4u606f8e9do;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Физика;unpled195e3pg0000of7f4u59a13t5hk;6;Зачет,Экзамен;1,2;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;216;102;114;51;34;17;119.88;15.30;2.58;51.00;34.00;17.00;{"tllab":0.00,"tllec":2.00,"tlprac":2.00,"tl":4.00};{"tlprac":0.00,"tllec":1.00,"tllab":1.00,"tl":2.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};null;null;null;null;6;4;2;0;0;0;0;0;0;0;0;0;0;null;1.7.2;2:Зачет,1:Экзамен;модульный
unpled195e3pg0000of7f4u6gcf6ct8k;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4u6gcf6ct8g;8;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;288;136;152;0;136;0;158.98;20.40;2.58;null;136.00;null;null;null;null;null;null;null;null;null;null;null;null;null;8;4;4;0;0;0;0;0;0;0;0;0;0;null;;;модульный
unpled195e3pg0000of7f4u6nkjginv4;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Иностранный язык;unpled195e3pg0000of7f4u6gcf6ct8k;8;Зачет,Экзамен;1,2;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;288;136;152;0;136;0;158.98;20.40;2.58;null;136.00;null;{"tllab":0.00,"tlprac":4.00,"tllec":0.00,"tl":4.00};{"tlprac":4.00,"tllec":0.00,"tllab":0.00,"tl":4.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};null;null;null;null;8;4;4;0;0;0;0;0;0;0;0;0;0;null;1.8.1;1:Зачет,2:Экзамен;модульный
unpled195e3pg0000of7f4u7fam1nra8;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4u77uhu4oog;2;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;72;34;38;17;17;0;39.35;5.10;0.25;17.00;17.00;null;null;null;null;null;null;null;null;null;null;null;null;null;2;0;2;0;0;0;0;0;0;0;0;0;0;null;;;модульный
unpled195e3pg0000of7f4u7fam1nrac;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Безопасность жизнедеятельности;unpled195e3pg0000of7f4u7fam1nra8;2;Зачет;2;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;72;34;38;17;17;0;39.35;5.10;0.25;17.00;17.00;null;{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tllab":0.00,"tllec":1.00,"tlprac":1.00,"tl":2.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tllec":0.00,"tllab":0.00,"tlprac":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};null;null;null;null;2;0;2;0;0;0;0;0;0;0;0;0;0;null;1.9.1;2:Зачет;модульный
unpled195e3pg0000of7f4u86j5mpn3s;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4u7uj3uqccc;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;0;34;58.90;7.65;0.25;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;3;3;0;0;0;0;0;0;0;0;0;0;0;null;;;модульный
unpled195e3pg0000of7f4u86j5mpn40;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Информационные технологии и сервисы;unpled195e3pg0000of7f4u86j5mpn3s;3;Зачет;1;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;0;34;58.90;7.65;0.25;17.00;null;34.00;{"tllec":1.00,"tlprac":0.00,"tllab":2.00,"tl":3.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tlprac":0.00,"tllab":0.00,"tllec":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};null;null;null;null;3;3;0;0;0;0;0;0;0;0;0;0;0;null;1.10.1;1:Зачет;модульный
unpled195e3pg0000of7f4u8u1are0d8;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4u8u1are0d4;4;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;144;68;76;34;34;0;78.45;10.20;0.25;34.00;34.00;null;null;null;null;null;null;null;null;null;null;null;null;null;4;0;4;0;0;0;0;0;0;0;0;0;0;null;;;модульный
unpled195e3pg0000of7f4u96d8flsro;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дополнительные главы математики;unpled195e3pg0000of7f4u8u1are0d8;4;Зачет;2;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;144;68;76;34;34;0;78.45;10.20;0.25;34.00;34.00;null;{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tllab":0.00,"tlprac":2.00,"tllec":2.00,"tl":4.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tllec":0.00,"tllab":0.00,"tlprac":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};null;null;null;null;4;0;4;0;0;0;0;0;0;0;0;0;0;null;1.11.1;2:Зачет;модульный
unpled195e3pg0000of7f4u9lid69dtg;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4u9lid69dtc;10;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;360;136;224;0;0;136;161.06;20.40;4.66;null;null;136.00;null;null;null;null;null;null;null;null;null;null;null;null;10;6;4;0;0;0;0;0;0;0;0;0;0;null;;;модульный
unpled195e3pg0000of7f4u9t0qnqj0g;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Программирование;unpled195e3pg0000of7f4u9lid69dtg;10;Экзамен;1,2;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;360;136;224;0;0;136;161.06;20.40;4.66;null;null;136.00;{"tllec":0.00,"tlprac":0.00,"tllab":4.00,"tl":4.00};{"tllab":4.00,"tllec":0.00,"tlprac":0.00,"tl":4.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};null;null;null;null;10;6;4;0;0;0;0;0;0;0;0;0;0;null;1.12.1;1:Экзамен,2:Экзамен;модульный
unpled195e3pg0000of7f4uad6rdgc1g;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4uad6rdgc1c;6;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;216;102;114;34;68;0;119.63;15.30;2.33;34.00;68.00;null;null;null;null;null;null;null;null;null;null;null;null;null;6;0;6;0;0;0;0;0;0;0;0;0;0;null;;;модульный
unpled195e3pg0000of7f4uallbgjol0;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Векторный анализ;unpled195e3pg0000of7f4uad6rdgc1g;6;Экзамен;2;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;216;102;114;34;68;0;119.63;15.30;2.33;34.00;68.00;null;{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tlprac":4.00,"tllec":2.00,"tl":6.00};{"tllec":0.00,"tllab":0.00,"tlprac":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};null;null;null;null;6;0;6;0;0;0;0;0;0;0;0;0;0;null;1.13.1;2:Экзамен;модульный
unpled195e3pg0000of7f4ub5btiltqk;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4ub5btiltqg;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;34;74;34;0;0;39.35;5.10;0.25;34.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;3;0;0;0;0;0;0;0;0;0;null;;;модульный
unpled195e3pg0000of7f4ubd344ltjg;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Введение в специальность;unpled195e3pg0000of7f4ub5btiltqk;3;Зачет;3;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;34;74;34;0;0;39.35;5.10;0.25;34.00;null;null;{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tllec":2.00,"tlprac":0.00,"tl":2.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tlprac":0.00,"tllab":0.00,"tllec":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};null;null;null;null;3;0;0;3;0;0;0;0;0;0;0;0;0;null;1.14.1;3:Зачет;модульный
unpled195e3pg0000of7f4uc4lvcoauk;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4ubsncmmjb4;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;0;34;58.90;7.65;0.25;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;3;0;0;0;0;0;0;0;0;0;null;;;модульный
unpled195e3pg0000of7f4uc4lvcoauo;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Web-технологии;unpled195e3pg0000of7f4uc4lvcoauk;3;Зачет;3;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;0;34;58.90;7.65;0.25;17.00;null;34.00;{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tllab":2.00,"tllec":1.00,"tlprac":0.00,"tl":3.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tlprac":0.00,"tllab":0.00,"tllec":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};null;null;null;null;3;0;0;3;0;0;0;0;0;0;0;0;0;null;1.15.1;3:Зачет;модульный
unpled195e3pg0000of7f4ucs1787emc;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4uck6erhrj0;4;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;144;68;76;34;34;0;80.53;10.20;2.33;34.00;34.00;null;null;null;null;null;null;null;null;null;null;null;null;null;4;0;0;4;0;0;0;0;0;0;0;0;0;null;;;модульный
unpled195e3pg0000of7f4ucs1787emg;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Теория вероятностей и математическая статистика;unpled195e3pg0000of7f4ucs1787emc;4;Экзамен;3;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;144;68;76;34;34;0;80.53;10.20;2.33;34.00;34.00;null;{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tllab":0.00,"tlprac":2.00,"tllec":2.00,"tl":4.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tllec":0.00,"tllab":0.00,"tlprac":0.00,"tl":0.00};null;null;null;null;4;0;0;4;0;0;0;0;0;0;0;0;0;null;1.16.1;3:Экзамен;модульный
unpled195e3pg0000of7f4udl0ohct8c;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4udd6mv7ov4;4;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;144;51;93;17;0;34;60.98;7.65;2.33;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;4;0;0;4;0;0;0;0;0;0;0;0;0;null;;;модульный
