id;plan;planTitle;version;versionTitle;title;parent;testUnits;controls;terms;okso;speciality;profileCode;profile;level;groupID;groupTitle;allload;allaudit;self;lecture;practice;labs;contactTotal;contactSelf;contactControl;contactLecture;contactPractice;contactLabs;tl1;tl2;tl3;tl4;tl5;tl6;tl7;tl8;tl9;tl10;tl11;tl12;gosLoadInTestUnits;ttu1;ttu2;ttu3;ttu4;ttu5;ttu6;ttu7;ttu8;ttu9;ttu10;ttu11;ttu12;modulePriority;index;controls_list;planType
unpled195e3pg0000of7f4u3af9p0iao;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Экономика инженерии;unpled195e3pg0000of7f4u041n84cv8;2;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;72;34;38;17;17;0;39.35;5.10;0.25;17.00;17.00;null;null;null;null;null;null;null;null;null;null;null;null;null;2;0;0;0;2;0;0;0;0;0;0;0;0;1;М.1.5;;модульный
unpled195e3pg0000of7f4u51auj7j24;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Научно-фундаментальные основы профессиональной деятельности;unpled195e3pg0000of7f4u041n84cv8;12;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;432;204;228;85;102;17;239.51;30.60;4.91;85.00;102.00;17.00;null;null;null;null;null;null;null;null;null;null;null;null;12;10;2;0;0;0;0;0;0;0;0;0;0;1;М.1.7;;модульный
unpled195e3pg0000of7f4u41krj09bc;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Естественнонаучное мировоззрение;unpled195e3pg0000of7f4u041n84cv8;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;34;0;58.90;7.65;0.25;17.00;34.00;null;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;0;3;0;0;0;0;0;0;0;0;1;М.1.6;;модульный
unpled195e3pg0000of7f4u6gcf6ct8g;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Иностранный язык;unpled195e3pg0000of7f4u041n84cv8;8;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;288;136;152;0;136;0;158.98;20.40;2.58;null;136.00;null;null;null;null;null;null;null;null;null;null;null;null;null;8;4;4;0;0;0;0;0;0;0;0;0;0;2;М.1.8;;модульный
unpled195e3pg0000of7f4u77uhu4oog;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Безопасность жизнедеятельности;unpled195e3pg0000of7f4u041n84cv8;2;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;72;34;38;17;17;0;39.35;5.10;0.25;17.00;17.00;null;null;null;null;null;null;null;null;null;null;null;null;null;2;0;2;0;0;0;0;0;0;0;0;0;0;3;М.1.9;;модульный
unpled195e3pg0000of7f4u7uj3uqccc;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Информационные технологии и сервисы;unpled195e3pg0000of7f4u041n84cv8;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;0;34;58.90;7.65;0.25;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;3;3;0;0;0;0;0;0;0;0;0;0;0;6;М.1.10;;модульный
unpled195e3pg0000of7f4u8u1are0d4;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дополнительные главы математики;unpled195e3pg0000of7f4u041n84cv8;4;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;144;68;76;34;34;0;78.45;10.20;0.25;34.00;34.00;null;null;null;null;null;null;null;null;null;null;null;null;null;4;0;4;0;0;0;0;0;0;0;0;0;0;10;М.1.11;;модульный
unpled195e3pg0000of7f4u9lid69dtc;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Программирование;unpled195e3pg0000of7f4u041n84cv8;10;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;360;136;224;0;0;136;161.06;20.40;4.66;null;null;136.00;null;null;null;null;null;null;null;null;null;null;null;null;10;6;4;0;0;0;0;0;0;0;0;0;0;12;М.1.12;;модульный
unpled195e3pg0000of7f4uad6rdgc1c;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Векторный анализ;unpled195e3pg0000of7f4u041n84cv8;6;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;216;102;114;34;68;0;119.63;15.30;2.33;34.00;68.00;null;null;null;null;null;null;null;null;null;null;null;null;null;6;0;6;0;0;0;0;0;0;0;0;0;0;14;М.1.13;;модульный
unpled195e3pg0000of7f4ub5btiltqg;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Введение в специальность;unpled195e3pg0000of7f4u041n84cv8;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;34;74;34;0;0;39.35;5.10;0.25;34.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;3;0;0;0;0;0;0;0;0;0;88;М.1.14;;модульный
unpled195e3pg0000of7f4ubsncmmjb4;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Web-технологии;unpled195e3pg0000of7f4u041n84cv8;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;0;34;58.90;7.65;0.25;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;3;0;0;0;0;0;0;0;0;0;90;М.1.15;;модульный
unpled195e3pg0000of7f4uck6erhrj0;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Теория вероятностей и математическая статистика;unpled195e3pg0000of7f4u041n84cv8;4;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;144;68;76;34;34;0;80.53;10.20;2.33;34.00;34.00;null;null;null;null;null;null;null;null;null;null;null;null;null;4;0;0;4;0;0;0;0;0;0;0;0;0;95;М.1.16;;модульный
unpled195e3pg0000of7f4udd6mv7ov4;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Базы данных;unpled195e3pg0000of7f4u041n84cv8;4;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;144;51;93;17;0;34;60.98;7.65;2.33;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;4;0;0;4;0;0;0;0;0;0;0;0;0;107;М.1.17;;модульный
unpled195e3pg0000of7f4ue5djnvq68;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Технологии программирования;unpled195e3pg0000of7f4u041n84cv8;4;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;144;51;93;17;0;34;60.98;7.65;2.33;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;4;0;0;4;0;0;0;0;0;0;0;0;0;110;М.1.18;;модульный
unpled195e3pg0000of7f4uekl5iumuo;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дискретная математика и математическая логика;unpled195e3pg0000of7f4u041n84cv8;4;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;144;68;76;34;34;0;78.45;10.20;0.25;34.00;34.00;null;null;null;null;null;null;null;null;null;null;null;null;null;4;0;0;0;4;0;0;0;0;0;0;0;0;112;М.1.19;;модульный
unpled195e3pg0000of7f4ufcde5qgsk;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Алгоритмы и анализ сложности;unpled195e3pg0000of7f4u041n84cv8;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;0;34;60.98;7.65;2.33;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;0;3;0;0;0;0;0;0;0;0;115;М.1.20;;модульный
unpled195e3pg0000of7f4ugbntpss9c;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Компьютерные сети;unpled195e3pg0000of7f4u041n84cv8;4;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;144;51;93;17;0;34;60.98;7.65;2.33;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;4;0;0;0;4;0;0;0;0;0;0;0;0;119;М.1.21;;модульный
unpled195e3pg0000of7f4ugvc5sv1uk;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Архитектура ЭВМ;unpled195e3pg0000of7f4u041n84cv8;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;34;0;58.90;7.65;0.25;17.00;34.00;null;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;0;3;0;0;0;0;0;0;0;0;122;М.1.22;;модульный
unpled195e3pg0000of7f4uho0quadtg;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Операционные системы;unpled195e3pg0000of7f4u041n84cv8;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;0;34;60.98;7.65;2.33;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;0;0;3;0;0;0;0;0;0;0;126;М.1.23;;модульный
unpled195e3pg0000of7f4uifm5970r8;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Правовые основы информационных технологий;unpled195e3pg0000of7f4u041n84cv8;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;34;74;17;17;0;39.35;5.10;0.25;17.00;17.00;null;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;0;0;3;0;0;0;0;0;0;0;145;М.1.24;;модульный
unpled195e3pg0000of7f4uj7bb8e61k;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Системная аналитика;unpled195e3pg0000of7f4u041n84cv8;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;0;34;58.90;7.65;0.25;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;0;0;3;0;0;0;0;0;0;0;150;М.1.25;;модульный
unpled195e3pg0000of7f4ujvsdp7ek0;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Базовая архитектура программного обеспечения;unpled195e3pg0000of7f4u041n84cv8;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;0;34;58.90;7.65;0.25;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;0;0;3;0;0;0;0;0;0;0;155;М.1.26;;модульный
unpled195e3pg0000of7f4uknmci0uoo;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Виртуализация и облачные технологии;unpled195e3pg0000of7f4u041n84cv8;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;0;34;58.90;7.65;0.25;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;0;0;0;3;0;0;0;0;0;0;160;М.1.27;;модульный
unpled195e3pg0000of7f4ulb08iu9ao;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Моделирование сложных процессов и систем;unpled195e3pg0000of7f4u041n84cv8;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;0;34;60.98;7.65;2.33;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;0;0;0;3;0;0;0;0;0;0;165;М.1.28;;модульный
unpled195e3pg0000of7f4ulqicshq30;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Информационная безопасность;unpled195e3pg0000of7f4u041n84cv8;4;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;144;51;93;17;0;34;60.98;7.65;2.33;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;4;0;0;0;0;0;0;4;0;0;0;0;0;170;М.1.29;;модульный
unpled195e3pg0000of7f4umat05b5uk;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Теория и практика программной инженерии;unpled195e3pg0000of7f4u041n84cv8;6;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;216;85;131;34;0;51;100.08;12.75;2.33;34.00;null;51.00;null;null;null;null;null;null;null;null;null;null;null;null;6;0;0;0;0;0;0;6;0;0;0;0;0;210;М.1.30;;модульный
unpled195e3pg0000of7f4un2es469rc;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Управление проектами;unpled195e3pg0000of7f4u041n84cv8;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;0;34;60.98;7.65;2.33;17.00;null;34.00;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;0;0;0;0;3;0;0;0;0;0;215;М.1.31;;модульный
unpled195e3pg0000of7f4unhjkggrv0;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Проектирование информационных систем;unpled195e3pg0000of7f4u041n84cv8;6;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;216;85;131;34;0;51;100.08;12.75;2.33;34.00;null;51.00;null;null;null;null;null;null;null;null;null;null;null;null;6;0;0;0;0;0;0;6;0;0;0;0;0;225;М.1.32;;модульный
unpled195e3pg0000of7f4urg181asu4;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Физическая культура и спорт;unpled195e3pg0000of7f4u041n84cv8;2;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;400;374;26;0;374;0;386.90;7.65;0.25;null;51.00;null;null;null;null;null;null;null;null;null;null;null;null;null;2;0;0;0;0;0;2;0;0;0;0;0;0;100000;М.1.34;;модульный
unpled195e3pg0000of7f5l34gm8h520;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Проектная деятельность;unpled195e3pg0000of7f4u041n84cv8;17;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;612;34;578;17;17;0;53.33;5.10;14.23;17.00;17.00;null;null;null;null;null;null;null;null;null;null;null;null;null;17;2;3;2;2;2;3;3;0;0;0;0;0;300;М.1.33;;модульный
unpled195e3pg0000of7f4u0cfe964t4;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4u041n84cvc;6;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;216;102;114;68;34;0;117.80;15.30;0.50;68.00;34.00;null;null;null;null;null;null;null;null;null;null;null;null;null;6;3;3;0;0;0;0;0;0;0;0;0;0;null;;;модульный
unpled195e3pg0000of7f4u0cfe964t8;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);История;unpled195e3pg0000of7f4u0cfe964t4;3;Зачет;1;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;34;17;0;58.90;7.65;0.25;34.00;17.00;null;{"tlprac":1.00,"tllec":2.00,"tllab":0.00,"tl":3.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tllec":0.00,"tlprac":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};null;null;null;null;3;3;0;0;0;0;0;0;0;0;0;0;0;null;1.1.1;1:Зачет;модульный
unpled195e3pg0000of7f4u1458cmeak;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Философия;unpled195e3pg0000of7f4u0cfe964t4;3;Зачет;2;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;34;17;0;58.90;7.65;0.25;34.00;17.00;null;{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tllec":2.00,"tlprac":1.00,"tllab":0.00,"tl":3.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tllec":0.00,"tlprac":0.00,"tllab":0.00,"tl":0.00};{"tllab":0.00,"tlprac":0.00,"tllec":0.00,"tl":0.00};{"tlprac":0.00,"tllec":0.00,"tllab":0.00,"tl":0.00};{"tlprac":0.00,"tllab":0.00,"tllec":0.00,"tl":0.00};null;null;null;null;3;0;3;0;0;0;0;0;0;0;0;0;0;null;1.1.2;2:Зачет;модульный
unpled195e3pg0000of7f4u1jhbctmtc;unplan195e3pg0000niudjlon2bml8bk;№ 8189  (очн);unplvp195e3pg0000of7f41feqj3qk18;№ 3  (очн);Дисциплина;unpled195e3pg0000of7f4u1jhbctmt8;3;;;09.03.03;Прикладная информатика;09.03.03/33.01;Прикладная информатика;Бакалавр;undigr195e3pg0000ntnb89p8vt0rg24;РИ-220936;108;51;57;17;34;0;58.90;7.65;0.25;17.00;34.00;null;null;null;null;null;null;null;null;null;null;null;null;null;3;0;0;3;0;0;0;0;0;0;0;0;0;null;;;модульный
